_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,BOTANICAL_NAME,COMMON_NAME,DBH_TRUNK,geometry
281273,281308,EY8616,110,YARDLEY AVE,GLENBURN AVE,VICTORIA PARK AVE,,0,40,,19,Betula papyrifera,"Birch, white",23,"{""type"": ""Point"", ""coordinates"": [-79.300432920177, 43.7133575455774]}"
281453,281488,EY11768,62,HALSEY AVE,,GEORGE WEBSTER RD,,0,50,,19,Tilia americana,"Basswood, American",71,"{""type"": ""Point"", ""coordinates"": [-79.2995112827642, 43.6992908808515]}"
281610,281645,EY8534,2,HOLLAND AVE,WESTVIEW BLVD,GLENBURN AVE,,0,10,,19,Robinia pseudoacacia,Black locust,72,"{""type"": ""Point"", ""coordinates"": [-79.3038738102308, 43.7149091253568]}"
281670,281705,EY16174,205,COSBURN AVE,TODMORDEN LANE,GOWAN AVE,,0,20,,14,Acer platanoides,"Maple, Norway",38,"{""type"": ""Point"", ""coordinates"": [-79.3439322664103, 43.6900633419507]}"
281722,281757,EY5304,123,SOUTHVALE DR,ROLPH RD,ASTOR AVE,,0,10,,15,Acer platanoides,"Maple, Norway",55,"{""type"": ""Point"", ""coordinates"": [-79.3661800523448, 43.6982931234926]}"
281917,281952,EY5412,32,ROLPH RD,SOUTHVALE DR,SUTHERLAND DR,,0,10,,15,Acer saccharum,"Maple, sugar",42,"{""type"": ""Point"", ""coordinates"": [-79.3665250811155, 43.6995989740266]}"
282099,282134,EY16274,1,CHILTON RD,WOODVILLE AVE,O'CONNOR DR,,0,30,,14,Pyrus,Pear,8,"{""type"": ""Point"", ""coordinates"": [-79.3466727303561, 43.6930818543359]}"
282191,282226,EY18408,989,CARLAW AVE,MORTIMER AVE,WESTWOOD AVE,,0,10,,14,Malus,Apple,38,"{""type"": ""Point"", ""coordinates"": [-79.3498731831609, 43.6858410566783]}"
282211,282246,EY24656,52,HANNA RD,MCRAE DR,ROLLAND RD,,0,40,,15,Morus alba 'pendula',"Mulberry, white weeping",8,"{""type"": ""Point"", ""coordinates"": [-79.3688948158511, 43.7030910356219]}"
282310,282345,EY14344,21,INWOOD AVE,MILVERTON BLVD,SAMMON AVE,,0,10,,14,Acer platanoides,"Maple, Norway",20,"{""type"": ""Point"", ""coordinates"": [-79.3360287740162, 43.6853094116143]}"
282389,282424,EY17011,24,BEECHWOOD CRES,O'CONNOR DR,BEECHWOOD DR,,0,10,,14,Allianthus altissima,Tree of heaven,80,"{""type"": ""Point"", ""coordinates"": [-79.3539455468761, 43.6935522805447]}"
282397,282432,EY9881,166,WESTVIEW BLVD,SELWYN AVE,TIAGO AVE,,0,10,,19,Acer platanoides,"Maple, Norway",42,"{""type"": ""Point"", ""coordinates"": [-79.3076272860313, 43.7106004618728]}"
282508,282543,EY24679,89,HANNA RD,MILLWOOD RD,FIELD AVE,,0,10,,15,Acer platanoides,"Maple, Norway",69,"{""type"": ""Point"", ""coordinates"": [-79.3697256220256, 43.7056664401277]}"
282576,282611,EY5669,8,KENRAE RD,RANDOLPH RD,LAIRD DR,,0,20,,15,Tilia,Linden,45,"{""type"": ""Point"", ""coordinates"": [-79.362451092679, 43.7051855760613]}"
282588,282623,EY8299,25,YARDLEY AVE,WESTVIEW BLVD,BARRON RD,,0,10,,19,Acer platanoides,"Maple, Norway",48,"{""type"": ""Point"", ""coordinates"": [-79.3054484020021, 43.7120915417407]}"
282614,282649,EY8317,39,TIAGO AVE,WESTVIEW BLVD,TOPHAM RD,,0,20,,19,Acer palmatum,"Maple, Japanese",10,"{""type"": ""Point"", ""coordinates"": [-79.3051768275444, 43.7112787422976]}"
282951,282986,EY22127,181,OAK PARK AVE,WESTBROOK AVE,CREWE AVE,,0,10,,19,Acer platanoides,"Maple, Norway",57,"{""type"": ""Point"", ""coordinates"": [-79.3098776642444, 43.6930220674014]}"
283095,283130,EY8353,62,TIAGO AVE,TOPHAM RD,BARRON RD,,0,50,,19,Picea pungens,"Spruce, Colorado blue",45,"{""type"": ""Point"", ""coordinates"": [-79.3038239863773, 43.7119793550354]}"
283167,283202,EY6614,84,CAMERON CRES,PARKHURST BLVD,,,0,10,,15,Acer platanoides,"Maple, Norway",57,"{""type"": ""Point"", ""coordinates"": [-79.373018529401, 43.7099502132583]}"
283177,283212,EY9410,347,WOODMOUNT AVE,PLAINS RD,O'CONNOR DR,,0,10,,19,Tilia,Linden,85,"{""type"": ""Point"", ""coordinates"": [-79.3206563610936, 43.6983191381151]}"
283196,283231,EY5085,63,MALLORY CRES,LEACREST RD,LEACREST RD,,0,10,,15,Acer platanoides,"Maple, Norway",62,"{""type"": ""Point"", ""coordinates"": [-79.3665319376705, 43.6957304095907]}"
283321,283356,EY2261,119,DONLEA DR,RUMSEY RD,SUTHERLAND DR,,0,10,,15,Acer platanoides,"Maple, Norway",71,"{""type"": ""Point"", ""coordinates"": [-79.3686532313232, 43.7136376436356]}"
283359,283394,EY10805,42,GLENCREST BLVD,PLAXTON DR,CEDARCREST BLVD,,0,10,,19,Acer platanoides,"Maple, Norway",33,"{""type"": ""Point"", ""coordinates"": [-79.3020841653164, 43.706981625672]}"
283447,283482,EY13781,61,SIBLEY AVE,COLEMAN AVE,DENTONIA PARK AVE,,0,10,,19,Syringa,Lilac,10,"{""type"": ""Point"", ""coordinates"": [-79.2933557451421, 43.6922876470038]}"
283699,283734,EY11742,65,HALSEY AVE,GEORGE WEBSTER RD,DAWES RD,,0,20,,19,Acer platanoides,"Maple, Norway",0,"{""type"": ""Point"", ""coordinates"": [-79.2987080832808, 43.6989556117178]}"
283718,283753,EY19521,235,MONARCH PARK AVE,MILVERTON BLVD,SPRINGDALE BLVD,,0,20,,14,Picea pungens,"Spruce, Colorado blue",29,"{""type"": ""Point"", ""coordinates"": [-79.3285590638502, 43.6865569427994]}"
283761,283796,EY14856,14,ALDWYCH AVE,MURIEL AVE,EATON AVE,,0,10,,14,Acer platanoides,"Maple, Norway",41,"{""type"": ""Point"", ""coordinates"": [-79.3456245605073, 43.6838316442665]}"
283806,283841,EY21209,11,FOUR OAKS GT,LN N DUSTAN E FOUR OAKS,LN 2 W AIRLEY S FOUR OAKS,,0,10,,14,Betula papyrifera,"Birch, white",55,"{""type"": ""Point"", ""coordinates"": [-79.338738669893, 43.6971101750048]}"
283817,283852,EY25450,109,VANDERHOOF AVE,VAUGHAN ST,BRENTCLIFFE RD,,0,100,,15,Acer platanoides,"Maple, Norway",21,"{""type"": ""Point"", ""coordinates"": [-79.3594958788726, 43.7124852682419]}"
283836,283871,EY12443,291,COSBURN AVE,DONLANDS AVE,LESMOUNT AVE,,0,30,,14,Juniperus,Juniper,0,"{""type"": ""Point"", ""coordinates"": [-79.3408096380938, 43.6911612176052]}"
283871,283906,EY17144,19,ELMSDALE RD,LN N O CONNOR E ELMSDALE,DONLANDS AVE,,0,10,,14,Acer platanoides,"Maple, Norway",54,"{""type"": ""Point"", ""coordinates"": [-79.3442371562435, 43.6950408067863]}"
283978,284013,EY15134,155,MORTIMER AVE,LN E PAPE S MORTIMER,WOODYCREST AVE,,0,10,,14,Acer platanoides,"Maple, Norway",89,"{""type"": ""Point"", ""coordinates"": [-79.3466757281781, 43.6858472721255]}"
284043,284078,EY16865,50,PEPLER AVE,LN N O CONNOR E PAPE,PAPE AVE,,0,10,,14,Acer platanoides,"Maple, Norway",31,"{""type"": ""Point"", ""coordinates"": [-79.3499558881361, 43.6949835121452]}"
284249,284284,EY10141,1615,WOODBINE HEIGHTS BLVD,PARKVIEW HILL CRES,HACKBERRY ST,,0,10,,19,Acer platanoides,"Maple, Norway",43,"{""type"": ""Point"", ""coordinates"": [-79.3212143733436, 43.7058773948199]}"
284309,284344,EY9012,339,GLEBEMOUNT AVE,PLAINS RD,O'CONNOR DR,,0,10,,19,Acer platanoides,"Maple, Norway",65,"{""type"": ""Point"", ""coordinates"": [-79.3230677690407, 43.6983707739235]}"
284432,284467,EY21379,45,TAYLOR DR,RALSTON AVE,TRIMONTIUM CRES,,0,20,,19,Betula papyrifera,"Birch, white",30,"{""type"": ""Point"", ""coordinates"": [-79.3240515098309, 43.6993219187156]}"
284588,284623,EY21309,102,FOUR OAKS GT,AIRLEY CRES,O'CONNOR DR,,0,20,,14,Sorbus americana,"Mountain ash, American",8,"{""type"": ""Point"", ""coordinates"": [-79.3340398068652, 43.6969351613627]}"
284659,284694,EY11369,19,FERRIS RD,DRUID CRT,NOTLEY PL,,0,60,,19,Pinus nigra,"Pine, Austrian",70,"{""type"": ""Point"", ""coordinates"": [-79.307039569777, 43.7006835084836]}"
284734,284769,EY3344,305,BESSBOROUGH DR,CRAIG CRES,BROADWAY AVE,,0,10,,15,Acer platanoides,"Maple, Norway",62,"{""type"": ""Point"", ""coordinates"": [-79.3758785344444, 43.7133075854836]}"
285010,285045,EY5169,159,LEACREST RD,HANNA RD,,,0,10,,15,Gleditsia triacanthos f. inermis 'Skyline',Honey locust Skyline,66,"{""type"": ""Point"", ""coordinates"": [-79.3620816424098, 43.7003987647333]}"
285032,285067,EY18206,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,390,,14,Amelanchier canadensis,Serviceberry,0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
285181,285216,EY23627,464,MAIN ST,DONCASTER AVE,LUMSDEN AVE,,0,10,,19,Amelanchier canadensis,Serviceberry,23,"{""type"": ""Point"", ""coordinates"": [-79.3043965597441, 43.6934142591242]}"
285377,285412,EY14266,168,GAMBLE AVE,PAPE AVE,TODMORDEN LANE,,0,10,,14,Quercus rubra,"Oak, red",47,"{""type"": ""Point"", ""coordinates"": [-79.3464493483391, 43.69099559463]}"
285517,285552,EY5990,68,FLEMING CRES,PARKHURST BLVD,DONEGALL DR,,0,10,,15,Acer platanoides,"Maple, Norway",38,"{""type"": ""Point"", ""coordinates"": [-79.3750479239345, 43.7098992792164]}"
285684,285719,EY25083,151,AIRDRIE RD,HANNA RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",82,"{""type"": ""Point"", ""coordinates"": [-79.3655477123679, 43.7035496691989]}"
285781,285816,EY4064,450,HEATH ST E,BAYVIEW HEIGHTS DR,,,0,60,,15,Ulmus pumila,"Elm, Siberian",62,"{""type"": ""Point"", ""coordinates"": [-79.3708332669026, 43.6951710061795]}"
285793,285828,EY24088,186,CHISHOLM AVE,ORLEY AVE,WESTBROOK AVE,,0,10,,19,Thuja occidentalis,"Cedar, white",0,"{""type"": ""Point"", ""coordinates"": [-79.305544447531, 43.6930984990572]}"
285830,285865,EY11346,53,GLENWOOD CRES,,O'CONNOR DR,,0,20,,19,Morus,Mulberry,0,"{""type"": ""Point"", ""coordinates"": [-79.3164137510344, 43.7026574287029]}"
286174,286209,EY10366,33,ELSWICK RD,HACKBERRY ST,PARKVIEW HILL CRES,,0,10,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",48,"{""type"": ""Point"", ""coordinates"": [-79.3239098913804, 43.7063999623079]}"
286205,286240,EY16502,248,DEWHURST BLVD N,MORTIMER AVE,WESTWOOD AVE,,0,20,,14,Juniperus,Juniper,0,"{""type"": ""Point"", ""coordinates"": [-79.3424691908538, 43.6874522094815]}"
286462,286497,EY23031,235,OAK PARK AVE,LUMSDEN AVE,WALLINGTON AVE,,0,10,,19,Picea pungens,"Spruce, Colorado blue",30,"{""type"": ""Point"", ""coordinates"": [-79.3103924303002, 43.6945830080643]}"
286491,286526,EY24611,821,MILLWOOD RD,HANNA RD,MCRAE DR,,0,10,,15,Acer saccharinum,"Maple, silver",70,"{""type"": ""Point"", ""coordinates"": [-79.3690104863361, 43.704830772739]}"
286532,286567,EY23544,453,MAIN ST,DONCASTER AVE,LUMSDEN AVE,,0,10,,19,Acer saccharinum,"Maple, silver",58,"{""type"": ""Point"", ""coordinates"": [-79.3041762956607, 43.6937554359644]}"
286533,286568,EY13040,93,ST HUBERT AVE,PLAINS RD,O'CONNOR DR,,0,10,,14,Picea pungens,"Spruce, Colorado blue",53,"{""type"": ""Point"", ""coordinates"": [-79.3396988996031, 43.6945610287456]}"
286562,286597,EY3040,423,BROADWAY AVE,WINSLOE AVE,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",52,"{""type"": ""Point"", ""coordinates"": [-79.3748915492214, 43.7142296246997]}"
286584,286619,EY8520,46,AMSTERDAM AVE,WESTVIEW BLVD,GLENBURN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",51,"{""type"": ""Point"", ""coordinates"": [-79.3023094694704, 43.7144730109784]}"
286887,286922,EY16901,29,STANHOPE AVE,O'CONNOR DR,HOPEDALE AVE,,0,20,,14,Pinus sylvestris,Pine scots,40,"{""type"": ""Point"", ""coordinates"": [-79.3516367694961, 43.6945592610693]}"
286920,286955,EY14719,263,GAMBLE AVE,TODMORDEN LANE,DONLANDS AVE,,0,10,,14,Gleditsia triacanthos,Honey locust,46,"{""type"": ""Point"", ""coordinates"": [-79.3426338434718, 43.6916038618272]}"
286926,286961,EY17289,27,RIVERCOURT BLVD,LN N O CONNOR E PEPLER,HOPEDALE AVE,,0,10,,14,Picea pungens,"Spruce, Colorado blue",42,"{""type"": ""Point"", ""coordinates"": [-79.348405869125, 43.6945884167142]}"
286930,286965,EY21424,976,COXWELL AVE,PLAINS RD,LN S O CONNOR W COXWELL,,0,30,,14,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,30,"{""type"": ""Point"", ""coordinates"": [-79.3289507392269, 43.6961310275124]}"
287246,287281,EY6070,102,PARKHURST BLVD,HANNA RD,RUMSEY RD,,0,10,,15,Acer platanoides,"Maple, Norway",85,"{""type"": ""Point"", ""coordinates"": [-79.3692116922381, 43.7098177968321]}"
287329,287364,EY10218,62,DENVALE RD,EDEN PARK RD,DORIS DR,,0,10,,19,Acer platanoides,"Maple, Norway",50,"{""type"": ""Point"", ""coordinates"": [-79.318161353818, 43.7076339833458]}"
287469,287504,EY24367,6,WESTLAKE CRES,HAMSTEAD AVE,WESTLAKE AVE,,0,10,,19,Betula nigra,"Birch, river",58,"{""type"": ""Point"", ""coordinates"": [-79.3087055289256, 43.6971801382092]}"
287471,287506,EY12788,74,ST HUBERT AVE,COSBURN AVE,PLAINS RD,,0,30,,14,Acer negundo,"Maple, Manitoba",10,"{""type"": ""Point"", ""coordinates"": [-79.3396593607366, 43.6934815835224]}"
287511,287546,EY11622,109,FERRIS RD,NOTLEY PL,REXLEIGH DR,,0,10,,19,Syringa reticulata,"Lilac, Japanese",24,"{""type"": ""Point"", ""coordinates"": [-79.3058600945034, 43.7024023126471]}"
287557,287592,EY25917,287,SUTHERLAND DR,STICKNEY AVE,MCRAE DR,,0,30,,15,Acer platanoides,"Maple, Norway",87,"{""type"": ""Point"", ""coordinates"": [-79.3646326885024, 43.707462639778]}"
287587,287622,EY2311,38,DONLEA DR,HANNA RD,RUMSEY RD,,0,10,,15,Acer platanoides,"Maple, Norway",65,"{""type"": ""Point"", ""coordinates"": [-79.3719444541195, 43.7131114649642]}"
287714,287749,EY16545,120,COSBURN AVE,PAPE AVE,TODMORDEN LANE,,0,20,,14,Allianthus altissima,Tree of heaven,32,"{""type"": ""Point"", ""coordinates"": [-79.3479054280932, 43.6896686888909]}"
287857,287893,EY9107,72,BINSWOOD AVE,COSBURN AVE,PLAINS RD,,0,10,,19,Liquidambar styraciflua,Sweetgum,30,"{""type"": ""Point"", ""coordinates"": [-79.324526273751, 43.6958760836219]}"
287872,287908,EY5638,75,RANDOLPH RD,MALCOLM RD,KENRAE RD,,0,10,,15,Acer saccharum,"Maple, sugar",41,"{""type"": ""Point"", ""coordinates"": [-79.3628192950518, 43.704244332238]}"
287958,287994,EY24542,921,MILLWOOD RD,SUTHERLAND DR,RANDOLPH RD,,0,30,,15,Tilia cordata,"Linden, littleleaf",43,"{""type"": ""Point"", ""coordinates"": [-79.3634070639894, 43.7030884171759]}"
287964,288000,EY13985,254,SAMMON AVE,MARLOW AVE,WILEY AVE,,0,40,,14,Juniperus,Juniper,30,"{""type"": ""Point"", ""coordinates"": [-79.337851995003, 43.6864254736427]}"
288023,288059,EY12282,8,BRENTON ST,DAWES RD,MEIGHEN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",40,"{""type"": ""Point"", ""coordinates"": [-79.2960501901778, 43.7016460184803]}"
288433,288469,EY18761,1135,LOGAN AVE,GOWAN AVE,COSBURN AVE,,0,20,,14,Acer platanoides,"Maple, Norway",38,"{""type"": ""Point"", ""coordinates"": [-79.3530465731816, 43.688086063522]}"
288511,288547,EY8585,104,AMSTERDAM AVE,GLENBURN AVE,VICTORIA PARK AVE,,0,10,,19,Acer platanoides,"Maple, Norway",57,"{""type"": ""Point"", ""coordinates"": [-79.2992526908386, 43.7151596819903]}"
288576,288612,EY9905,2,DALECREST DR,WESTVIEW BLVD,SELWYN AVE,,0,10,,19,Picea pungens,"Spruce, Colorado blue",30,"{""type"": ""Point"", ""coordinates"": [-79.3085809985988, 43.708807606754]}"
288769,288805,EY16508,303,MORTIMER AVE,WOODYCREST AVE,DEWHURST BLVD N,,0,20,,14,Picea pungens,"Spruce, Colorado blue",25,"{""type"": ""Point"", ""coordinates"": [-79.3420631758297, 43.6868807056699]}"
288841,288877,EY19622,80,QUEENSDALE AVE,LINSMORE CRES,MONARCH PARK AVE,,0,60,ST. ALOYSIUS,14,Tilia cordata,"Linden, littleleaf",36,"{""type"": ""Point"", ""coordinates"": [-79.3303585235906, 43.6870984003921]}"
288959,288995,EY25841,110,RUMSEY RD,MILLWOOD RD,HEATH RD,,0,60,TRACE MANES PARK (& MINOR C.C.),15,Tilia cordata,"Linden, littleleaf",58,"{""type"": ""Point"", ""coordinates"": [-79.3672433475255, 43.7056742866398]}"
288980,289016,EY21916,200,COLERIDGE AVE,SAMMON AVE,LUMSDEN AVE,,0,99998,,19,Acer platanoides,"Maple, Norway",90,"{""type"": ""Point"", ""coordinates"": [-79.3148405165869, 43.6926020586743]}"
289295,289331,EY16417,248,DONLANDS AVE,FLOYD AVE,MEMORIAL PARK AVE,,0,40,,14,Thuja occidentalis,"Cedar, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3411762390163, 43.6890890079399]}"
289433,289469,EY4877,221,MOORE AVE,BRENDAN RD,LUMLEY AVE,,0,10,,15,Syringa reticulata,"Lilac, Japanese",19,"{""type"": ""Point"", ""coordinates"": [-79.3774828929693, 43.6953496843378]}"
289498,289534,EY14642,266,DONLANDS AVE,MEMORIAL PARK AVE,COSBURN AVE,,0,920,,14,Acer platanoides,"Maple, Norway",20,"{""type"": ""Point"", ""coordinates"": [-79.3419050751048, 43.6896477027053]}"
289517,289553,EY11764,62,HALSEY AVE,,GEORGE WEBSTER RD,,0,30,,19,Tilia americana,"Basswood, American",48,"{""type"": ""Point"", ""coordinates"": [-79.2995112827642, 43.6992908808515]}"
289580,289616,EY20586,41,NORTHBROOK RD,PLAINS RD,O'CONNOR DR,,0,50,,14,Juniperus,Juniper,10,"{""type"": ""Point"", ""coordinates"": [-79.3372990030614, 43.6942580750881]}"
289591,289627,EY21457,14,BRACEBRIDGE AVE,WOODBINE AVE,CEDARVALE AVE,,0,10,,19,Acer platanoides,"Maple, Norway",35,"{""type"": ""Point"", ""coordinates"": [-79.3169298336934, 43.6981311886175]}"
289651,289687,EY17087,73,DON VALLEY DR,,HILLSIDE DR EAST YORK,,0,20,,14,Quercus rubra,"Oak, red",95,"{""type"": ""Point"", ""coordinates"": [-79.3568005191132, 43.6899559780327]}"
289863,289899,EY8426,77,YARDLEY AVE,BARRON RD,GLENBURN AVE,,0,10,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",63,"{""type"": ""Point"", ""coordinates"": [-79.302314754592, 43.7127859411825]}"
289896,289932,EY17513,20,GAMBLE AVE,BROADVIEW AVE,LOGAN AVE,,0,80,,14,Acer platanoides,"Maple, Norway",30,"{""type"": ""Point"", ""coordinates"": [-79.3535797747902, 43.6897933760331]}"
289940,289976,EY24634,773,MILLWOOD RD,MACNAUGHTON RD,BESSBOROUGH DR,,0,10,,15,Picea pungens,"Spruce, Colorado blue",48,"{""type"": ""Point"", ""coordinates"": [-79.3716535879837, 43.7047494111143]}"
290465,290501,EY9609,125,HOLBORNE AVE,WOODMOUNT AVE,WOODBINE AVE,,0,80,,19,Taxus,Yew,15,"{""type"": ""Point"", ""coordinates"": [-79.319051585865, 43.6943477347455]}"
290539,290575,EY22307,167,KING EDWARD AVE,BURRELL AVE,LUMSDEN AVE,,0,20,,19,Juniperus,Juniper,0,"{""type"": ""Point"", ""coordinates"": [-79.312070940676, 43.692624083685]}"
290552,290588,EY20789,335,COSBURN AVE,GREENWOOD AVE,NORTHBROOK RD,,0,20,,14,Picea pungens,"Spruce, Colorado blue",41,"{""type"": ""Point"", ""coordinates"": [-79.3375497245326, 43.6918527733489]}"
290616,290652,EY3578,350,LAIRD DR,FAIRLAND RD,GLENVALE BLVD,,0,10,,15,Acer platanoides,"Maple, Norway",69,"{""type"": ""Point"", ""coordinates"": [-79.3663131432113, 43.7171326573025]}"
290634,290670,EY21010,15,JUDITH DR,MILTON RD,MILTON RD,,0,10,,14,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,30,"{""type"": ""Point"", ""coordinates"": [-79.3320142091376, 43.6963435903751]}"
290643,290679,EY2237,127,DONLEA DR,RUMSEY RD,SUTHERLAND DR,,0,10,,15,Betula,Birch,47,"{""type"": ""Point"", ""coordinates"": [-79.3681616510082, 43.7135978412127]}"
290683,290719,EY21161,19,AIRLEY CRES,O'CONNOR DR,FOUR OAKS GT,,0,10,,14,Picea pungens,"Spruce, Colorado blue",63,"{""type"": ""Point"", ""coordinates"": [-79.336244212867, 43.6973966230916]}"
291098,291134,EY22576,102,GLEDHILL AVE,KING EDWARD AVE,BURRELL AVE,,0,10,,19,Acer platanoides 'Schwedleri',"Maple, Norway Schwedler",0,"{""type"": ""Point"", ""coordinates"": [-79.3102414599608, 43.689981629748]}"
291167,291203,EY6271,67,BESSBOROUGH DR,SUTHERLAND DR,AIRDRIE RD,,0,30,,15,Acer platanoides,"Maple, Norway",70,"{""type"": ""Point"", ""coordinates"": [-79.3695378317924, 43.7003378930106]}"
291255,291291,EY9268,127,BARKER AVE EAST YORK,WOODMOUNT AVE,WOODBINE AVE,,0,10,,19,Ulmus pumila,"Elm, Siberian",5,"{""type"": ""Point"", ""coordinates"": [-79.3170057585595, 43.6939054579848]}"
291493,291529,EY6529,119,SUTHERLAND DR,HANNA RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",73,"{""type"": ""Point"", ""coordinates"": [-79.3651736359434, 43.7019010496846]}"
291523,291560,EY17346,55,PEPLER AVE,LN N O CONNOR E PAPE,PAPE AVE,,0,10,,14,Acer platanoides,"Maple, Norway",61,"{""type"": ""Point"", ""coordinates"": [-79.3498414553089, 43.6951982406544]}"
291539,291576,EY17229,73,CHILTON RD,LN N O CONNOR E RIVERCOURT,DONLANDS AVE,,0,20,,14,Acer platanoides,"Maple, Norway",48,"{""type"": ""Point"", ""coordinates"": [-79.3479236829067, 43.6964502778246]}"
291612,291649,EY2150,82,RYKERT CRES,RICHLEA CRCL,THURSFIELD CRES,,0,10,,15,Quercus rubra,"Oak, red",62,"{""type"": ""Point"", ""coordinates"": [-79.3584343080491, 43.7171722727272]}"
291810,291847,EY21633,15,TRIMONTIUM CRES,TAYLOR DR,,,0,10,,19,Syringa reticulata,"Lilac, Japanese",25,"{""type"": ""Point"", ""coordinates"": [-79.3232166576519, 43.6999208180514]}"
291937,291974,EY20961,167,DURANT AVE,COSBURN AVE,PLAINS RD,,0,10,,14,Picea pungens,"Spruce, Colorado blue",41,"{""type"": ""Point"", ""coordinates"": [-79.3306608405638, 43.6953108110046]}"
291956,291993,EY8388,83,FURNIVAL RD,SQUIRES AVE,GLENBURN AVE,,0,10,,19,Syringa reticulata,"Lilac, Japanese",15,"{""type"": ""Point"", ""coordinates"": [-79.3009803770199, 43.7114155419496]}"
291989,292026,EY9009,345,GLEBEMOUNT AVE,PLAINS RD,O'CONNOR DR,,0,10,,19,Acer platanoides,"Maple, Norway",63,"{""type"": ""Point"", ""coordinates"": [-79.3231721586581, 43.6986276430534]}"
292053,292090,EY25364,61,RUMSEY RD,HANNA RD,MILLWOOD RD,,0,10,,15,Thuja occidentalis,"Cedar, white",20,"{""type"": ""Point"", ""coordinates"": [-79.3666718071706, 43.7035271865106]}"
292073,292110,EY10704,4,STINSON CRCL,PARKVIEW HILL CRES,,,0,20,,19,Prunus serrulata,"Cherry, Japanese",14,"{""type"": ""Point"", ""coordinates"": [-79.3306607943973, 43.7037514118514]}"
292129,292166,EY21343,1,COXWELL BLVD,COXWELL AVE,BARBARA CRES,,0,40,,19,Acer saccharinum,"Maple, silver",93,"{""type"": ""Point"", ""coordinates"": [-79.3291999595543, 43.6980028304618]}"
292545,292582,EY15077,224,DEWHURST BLVD N,KINGS PARK BLVD,MORTIMER AVE,,0,30,,14,Pinus nigra,"Pine, Austrian",50,"{""type"": ""Point"", ""coordinates"": [-79.3420185664251, 43.6862821384245]}"
292583,292620,EY3435,11,CRAIG CRES,"BAYVIEW AVE TO, EY, NY",DIVADALE DR,,0,20,,15,Betula papyrifera,"Birch, white",22,"{""type"": ""Point"", ""coordinates"": [-79.3764145100909, 43.71231293274]}"
292885,292922,EY8899,47,FURNIVAL RD,FURNIVAL RD,SQUIRES AVE,,0,10,,19,Acer platanoides 'Schwedleri',"Maple, Norway Schwedler",40,"{""type"": ""Point"", ""coordinates"": [-79.3027220231566, 43.7108438754979]}"
292896,292933,EY6091,174,PARKHURST BLVD,SUTHERLAND DR,RANDOLPH RD,,0,10,,15,Acer platanoides,"Maple, Norway",67,"{""type"": ""Point"", ""coordinates"": [-79.3651700878563, 43.7106863047284]}"
292914,292951,EY17606,704,MORTIMER AVE,,LUMSDEN AVE,,0,50,,19,Tilia americana,"Basswood, American",26,"{""type"": ""Point"", ""coordinates"": [-79.316352256079, 43.6926468845273]}"
293014,293051,EY24194,80,SECORD AVE,NEWMAN AVE,DAWES RD,,0,80,,19,Tilia americana,"Basswood, American",30,"{""type"": ""Point"", ""coordinates"": [-79.2978423645118, 43.6936865673425]}"
293143,293180,EY12320,2,FERNCLIFF CRT,REXLEIGH DR,,,0,10,,19,Picea pungens,"Spruce, Colorado blue",60,"{""type"": ""Point"", ""coordinates"": [-79.3050410997115, 43.7001368451605]}"
293152,293189,EY3099,314,BESSBOROUGH DR,CRAIG CRES,BROADWAY AVE,,0,90,,15,Picea abies,"Spruce, Norway",46,"{""type"": ""Point"", ""coordinates"": [-79.3766027541016, 43.7137306907485]}"
293190,293227,EY18691,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,270,,14,Acer,Maple,0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
293217,293254,EY24843,64,MCRAE DR,BESSBOROUGH DR,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",72,"{""type"": ""Point"", ""coordinates"": [-79.3691430607791, 43.7027898223034]}"
293338,293375,EY9710,272,GLEBEMOUNT AVE,VIRGINIA AVE,COSBURN AVE,,0,10,,19,Betula papyrifera,"Birch, white",26,"{""type"": ""Point"", ""coordinates"": [-79.3214825277277, 43.6949073056699]}"
293498,293535,EY14547,112,WILEY AVE,SAMMON AVE,MORTIMER AVE,,0,70,,14,Betula,Birch,30,"{""type"": ""Point"", ""coordinates"": [-79.3385705636801, 43.6878567884847]}"
